"protocol","port","description"
"TCP",2244,"NMS Server"
"TCP",2245,"HaO"
"TCP",2279,"xmquery"
"TCP",2280,"LNVPOLLER"
"TCP",2281,"LNVCONSOLE"
"TCP",2282,"LNVALARM"
"TCP",2283,"Dumaru.Y (Windows trojan) / LNVSTATUS"
"TCP",2284,"LNVMAPS"
"TCP",2285,"LNVMAILMON"
"TCP",2286,"NAS-Metering"
"TCP",2287,"DNA"
"TCP",2288,"NETML"
"TCP",2294,"Konshus License Manager (FLEX)"
"TCP",2295,"Advant License Manager"
"TCP",2296,"Theta License Manager (Rainbow)"
"TCP",2297,"D2K DataMover 1"
"TCP",2298,"D2K DataMover 2"
"TCP",2299,"PC Telecommute"
"TCP",2300,"CVMMON"
"TCP",2301,"Compaq HTTP"
"TCP",2302,"Bindery Support"
"TCP",2303,"Proxy Gateway"
"TCP",2304,"Attachmate UTS"
"TCP",2305,"MT ScaleServer"
"TCP",2306,"TAPPI BoxNet"
"TCP",2307,"pehelp"
"TCP",2308,"sdhelp"
"TCP",2309,"SD Server"
"TCP",2310,"SD Client"
"TCP",2311,"Message Service"
"TCP",2313,"IAPP (Inter Access Point Protocol)"
"TCP",2314,"CR WebSystems"
"TCP",2315,"Precise Sft."
"TCP",2316,"SENT License Manager"
"TCP",2317,"Attachmate G32"
"TCP",2318,"Cadence Control"
"TCP",2319,"InfoLibria"
"TCP",2320,"Siebel NS"
"TCP",2321,"RDLAP over UDP"
"TCP",2322,"ofsd"
"TCP",2323,"3d-nfsd"
"TCP",2324,"Cosmocall"
"TCP",2325,"Design Space License Management"
"TCP",2326,"IDCP"
"TCP",2327,"xingcsm"
"TCP",2328,"Netrix SFTM"
"TCP",2329,"NVD"
"TCP",2330,"TSCCHAT"
"TCP",2331,"AGENTVIEW"
"TCP",2332,"RCC Host"
"TCP",2333,"SNAPP"
"TCP",2334,"ACE Client Auth"
"TCP",2335,"ACE Proxy"
"TCP",2336,"Apple UG Control"
"TCP",2337,"ideesrv"
"TCP",2338,"Norton Lambert"
"TCP",2339,"3Com WebView"
"TCP",2340,"WRS Registry"
"TCP",2341,"XIO Status"
"TCP",2342,"Seagate Manage Exec"
"TCP",2343,"nati logos"
"TCP",2344,"fcmsys"
"TCP",2345,"dbm"
"TCP",2346,"Game Connection Port"
"TCP",2347,"Game Announcement and Location"
"TCP",2348,"Information to query for game status"
"TCP",2349,"Diagnostics Port"
"TCP",2350,"psbserver"
"TCP",2351,"psrserver"
"TCP",2352,"pslserver"
"TCP",2353,"pspserver"
"TCP",2354,"psprserver"
"TCP",2355,"psdbserver"
"TCP",2356,"GXT License Managemant"
"TCP",2357,"UniHub Server"
"TCP",2358,"Futrix"
"TCP",2359,"FlukeServer"
"TCP",2360,"NexstorIndLtd"
"TCP",2361,"TL1"
"TCP",2362,"digiman"
"TCP",2363,"Media Central NFSD"
"TCP",2364,"OI-2000"
"TCP",2365,"dbref"
"TCP",2366,"qip-login"
"TCP",2367,"Service Control"
"TCP",2368,"OpenTable"
"TCP",2369,"ACS2000 DSP"
"TCP",2370,"L3-HBMon"
"TCP",2381,"Compaq HTTPS"
"TCP",2382,"Microsoft OLAP"
"TCP",2383,"Microsoft OLAP"
"TCP",2384,"SD-REQUEST"
"TCP",2389,"OpenView Session Mgr"
"TCP",2390,"RSMTP"
"TCP",2391,"3COM Net Management"
"TCP",2392,"Tactical Auth"
"TCP",2393,"MS OLAP 1"
"TCP",2394,"MS OLAP 2"
"TCP",2395,"LAN900 Remote"
"TCP",2396,"Wusage"
"TCP",2397,"NCL"
"TCP",2398,"Orbiter"
"TCP",2399,"FileMaker Inc. - Data Access Layer"
"TCP",2400,"OpEquus Server"
"TCP",2401,"cvspserver"
"TCP",2402,"TaskMaster 2000 Server"
"TCP",2403,"TaskMaster 2000 Web"
"TCP",2404,"IEC870-5-104"
"TCP",2405,"TRC Netpoll"
"TCP",2406,"JediServer"
"TCP",2407,"Orion"
"TCP",2408,"OptimaNet"
"TCP",2409,"SNS Protocol"
"TCP",2410,"VRTS Registry"
"TCP",2411,"Netwave AP Management"
"TCP",2412,"CDN"
"TCP",2413,"orion-rmi-reg"
"TCP",2414,"Interlingua"
"TCP",2415,"COMTEST"
"TCP",2416,"RMT Server"
"TCP",2417,"Composit Server"
"TCP",2418,"cas"
"TCP",2419,"Attachmate S2S"
"TCP",2420,"DSL Remote Management"
"TCP",2421,"G-Talk"
"TCP",2422,"CRMSBITS"
"TCP",2423,"RNRP"
"TCP",2424,"KOFAX-SVR"
"TCP",2425,"Fujitsu App Manager"
"TCP",2426,"Appliant TCP"
"TCP",2427,"Media Gateway Control Protocol Gateway"
"TCP",2428,"One Way Trip Time"
"TCP",2429,"FT-ROLE"
"TCP",2430,"venus"
"TCP",2431,"venus-se"
"TCP",2432,"codasrv"
"TCP",2433,"codasrv-se"
"TCP",2434,"pxc-epmap"
"TCP",2435,"OptiLogic"
"TCP",2436,"TOP/X"
"TCP",2437,"UniControl"
"TCP",2438,"MSP"
"TCP",2439,"SybaseDBSynch"
"TCP",2440,"Spearway Lockers"
"TCP",2441,"pvsw-inet"
"TCP",2442,"Netangel"
"TCP",2443,"PowerClient Central Storage Facility"
"TCP",2444,"BT PP2 Sectrans"
"TCP",2445,"DTN1"
"TCP",2446,"bues_service"
"TCP",2447,"OpenView NNM daemon"
"TCP",2448,"hpppsvr"
"TCP",2449,"RATL"
"TCP",2450,"netadmin"
"TCP",2451,"netchat"
"TCP",2452,"SnifferClient"
"TCP",2453,"madge-om"
"TCP",2454,"IndX-DDS"
"TCP",2455,"WAGO-IO-SYSTEM"
"TCP",2456,"altav-remmgt"
"TCP",2457,"Rapido_IP"
"TCP",2458,"griffin"
"TCP",2459,"Community"
"TCP",2460,"ms-theater"
"TCP",2461,"qadmifoper"
"TCP",2462,"qadmifevent"
"TCP",2463,"Symbios Raid"
"TCP",2464,"DirecPC SI"
"TCP",2465,"Load Balance Management"
"TCP",2466,"Load Balance Forwarding"
"TCP",2467,"High Criteria"
"TCP",2468,"qip_msgd"
"TCP",2469,"MTI-TCS-COMM"
"TCP",2470,"taskman port"
"TCP",2471,"SeaODBC"
"TCP",2472,"C3"
"TCP",2473,"Aker-cdp"
"TCP",2474,"Vital Analysis"
"TCP",2475,"ACE Server"
"TCP",2476,"ACE Server Propagation"
"TCP",2477,"SecurSight Certificate Valifation Service"
"TCP",2478,"SecurSight Authentication Server (SLL)"
"TCP",2479,"SecurSight Event Logging Server (SSL)"
"TCP",2480,"Lingwood's Detail"
"TCP",2481,"Oracle GIOP"
"TCP",2482,"Oracle GIOP SSL"
"TCP",2483,"Oracle TTC"
"TCP",2484,"Oracle TTC SSL"
"TCP",2485,"Net Objects1"
"TCP",2486,"Net Objects2"
"TCP",2487,"Policy Notice Service"
"TCP",2488,"Moy Corporation"
"TCP",2489,"TSILB"
"TCP",2490,"qip_qdhcp"
"TCP",2491,"Conclave CPP"
"TCP",2492,"GROOVE"
"TCP",2493,"Talarian MQS"
"TCP",2494,"BMC AR"
"TCP",2495,"Fast Remote Services"
"TCP",2496,"DIRGIS"
"TCP",2497,"Quad DB"
"TCP",2498,"ODN-CasTraq"
"TCP",2499,"UniControl"
"TCP",2500,"Resource Tracking system server"
"TCP",2501,"Resource Tracking system client"
"TCP",2502,"Kentrox Protocol"
"TCP",2503,"NMS-DPNSS"
"TCP",2504,"WLBS"
"TCP",2505,"torque-traffic"
"TCP",2506,"jbroker"
"TCP",2507,"spock"
"TCP",2508,"JDataStore"
"TCP",2509,"fjmpss"
"TCP",2510,"fjappmgrbulk"
"TCP",2511,"Metastorm"
"TCP",2512,"Citrix IMA"
"TCP",2513,"Citrix ADMIN"
"TCP",2514,"Facsys NTP"
"TCP",2515,"Facsys Router"
"TCP",2516,"Main Control"
"TCP",2517,"H.323 Annex E call signaling transport"
"TCP",2518,"Willy"
"TCP",2519,"globmsgsvc"
"TCP",2520,"pvsw"
"TCP",2521,"Adaptec Manager"
"TCP",2522,"WinDb"
"TCP",2523,"Qke LLC V.3"
"TCP",2524,"Optiwave License Management"
"TCP",2525,"MS V-Worlds"
"TCP",2526,"EMA License Manager"
"TCP",2527,"IQ Server"
"TCP",2528,"NCR CCL"
"TCP",2529,"UTS FTP"
"TCP",2530,"VR Commerce"
"TCP",2531,"ITO-E GUI"
"TCP",2532,"OVTOPMD"
"TCP",2533,"SnifferServer"
"TCP",2534,"Combox Web Access"
"TCP",2535,"W32.Beagle trojan / MADCAP"
"TCP",2536,"btpp2audctr1"
"TCP",2537,"Upgrade Protocol"
"TCP",2538,"vnwk-prapi"
"TCP",2539,"VSI Admin"
"TCP",2540,"LonWorks"
"TCP",2541,"LonWorks2"
"TCP",2542,"daVinci"
"TCP",2543,"REFTEK"
"TCP",2544,"Novell ZEN"
"TCP",2545,"sis-emt"
"TCP",2546,"vytalvaultbrtp"
"TCP",2547,"vytalvaultvsmp"
"TCP",2548,"vytalvaultpipe"
"TCP",2549,"IPASS"
"TCP",2550,"ADS"
"TCP",2551,"ISG UDA Server"
"TCP",2552,"Call Logging"
"TCP",2553,"efidiningport"
"TCP",2554,"VCnet-Link v10"
"TCP",2555,"Compaq WCP"
"TCP",2556,"W32.Beagle.N trojan / MADCAP / nicetec-nmsvc"
"TCP",2557,"nicetec-mgmt"
"TCP",2558,"PCLE Multi Media"
"TCP",2559,"LSTP"
"TCP",2560,"labrat"
"TCP",2561,"MosaixCC"
"TCP",2562,"Delibo"
"TCP",2563,"CTI Redwood"
"TCP",2564,"HP 3000 NS/VT block mode telnet"
"TCP",2565,"Coordinator Server"
"TCP",2566,"pcs-pcw"
"TCP",2567,"Cisco Line Protocol"
"TCP",2568,"SPAM TRAP"
"TCP",2569,"Sonus Call Signal"
"TCP",2570,"HS Port"
"TCP",2571,"CECSVC"
"TCP",2572,"IBP"
"TCP",2573,"Trust Establish"
"TCP",2574,"Blockade BPSP"
"TCP",2575,"HL7"
"TCP",2576,"TCL Pro Debugger"
"TCP",2577,"Scriptics Lsrvr"
"TCP",2578,"RVS ISDN DCP"
"TCP",2579,"mpfoncl"
"TCP",2580,"Tributary"
"TCP",2581,"ARGIS TE"
"TCP",2582,"ARGIS DS"
"TCP",2583,"MON / Wincrash2"
"TCP",2584,"cyaserv"
"TCP",2585,"NETX Server"
"TCP",2586,"NETX Agent"
"TCP",2587,"MASC"
"TCP",2588,"Privilege"
"TCP",2589,"quartus tcl"
"TCP",2590,"idotdist"
"TCP",2591,"Maytag Shuffle"
"TCP",2592,"netrek"
"TCP",2593,"MNS Mail Notice Service"
"TCP",2594,"Data Base Server"
"TCP",2595,"World Fusion 1"
"TCP",2596,"World Fusion 2"
"TCP",2597,"Homestead Glory"
"TCP",2598,"Citrix MA Client"
"TCP",2599,"Meridian Data"
"TCP",2600,"HPSTGMGR"
"TCP",2601,"discp client"
"TCP",2602,"discp server"
"TCP",2603,"Service Meter"
"TCP",2604,"NSC CCS"
"TCP",2605,"NSC POSA"
"TCP",2606,"Dell Netmon"
"TCP",2607,"Dell Connection"
"TCP",2608,"Wag Service"
"TCP",2609,"System Monitor"
"TCP",2610,"VersaTek"
"TCP",2611,"LIONHEAD"
"TCP",2612,"Qpasa Agent"
"TCP",2613,"SMNTUBootstrap"
"TCP",2614,"Never Offline"
"TCP",2615,"firepower"
"TCP",2616,"appswitch-emp"
"TCP",2617,"Clinical Context Managers"
"TCP",2618,"Priority E-Com"
"TCP",2619,"bruce"
"TCP",2620,"LPSRecommender"
"TCP",2621,"Miles Apart Jukebox Server"
"TCP",2622,"MetricaDBC"
"TCP",2623,"LMDP"
"TCP",2624,"Aria"
"TCP",2625,"Blwnkl Port"
"TCP",2626,"gbjd816"
"TCP",2627,"Moshe Beeri"
"TCP",2628,"DICT"
"TCP",2629,"Sitara Server"
"TCP",2630,"Sitara Management"
"TCP",2631,"Sitara Dir"
"TCP",2632,"IRdg Post"
"TCP",2633,"InterIntelli"
"TCP",2634,"PK Electronics"
"TCP",2635,"Back Burner"
"TCP",2636,"Solve"
"TCP",2637,"Import Document Service"
"TCP",2638,"Sybase Anywhere"
"TCP",2639,"AMInet"
"TCP",2640,"Sabbagh Associates Licence Manager"
"TCP",2641,"HDL Server"
"TCP",2642,"Tragic"
"TCP",2643,"GTE-SAMP"
"TCP",2644,"Travsoft IPX Tunnel"
"TCP",2645,"Novell IPX CMD"
"TCP",2646,"AND Licence Manager"
"TCP",2647,"SyncServer"
"TCP",2648,"Upsnotifyprot"
"TCP",2649,"VPSIPPORT"
"TCP",2650,"eristwoguns"
"TCP",2651,"EBInSite"
"TCP",2652,"InterPathPanel"
"TCP",2653,"Sonus"
"TCP",2654,"Corel VNC Admin"
"TCP",2655,"UNIX Nt Glue"
"TCP",2656,"Kana"
"TCP",2657,"SNS Dispatcher"
"TCP",2658,"SNS Admin"
"TCP",2659,"SNS Query"
"TCP",2660,"GC Monitor"
"TCP",2661,"OLHOST"
"TCP",2662,"BinTec-CAPI"
"TCP",2663,"BinTec-TAPI"
"TCP",2664,"Command MQ GM"
"TCP",2665,"Command MQ PM"
"TCP",2666,"extensis"
"TCP",2667,"Alarm Clock Server"
"TCP",2668,"Alarm Clock Client"
"TCP",2669,"TOAD"
"TCP",2670,"TVE Announce"
"TCP",2671,"newlixreg"
"TCP",2672,"nhserver"
"TCP",2673,"First Call 42"
"TCP",2674,"ewnn"
"TCP",2675,"TTC ETAP"
"TCP",2676,"SIMSLink"
"TCP",2677,"Gadget Gate 1 Way"
"TCP",2678,"Gadget Gate 2 Way"
"TCP",2679,"Sync Server SSL"
"TCP",2680,"pxc-sapxom"
"TCP",2681,"mpnjsomb"
"TCP",2682,"SRSP"
"TCP",2683,"NCDLoadBalance"
"TCP",2684,"mpnjsosv"
"TCP",2685,"mpnjsocl"
"TCP",2686,"mpnjsomg"
"TCP",2687,"pq-lic-mgmt"
"TCP",2688,"md-cf-HTTP"
"TCP",2689,"FastLynx"
"TCP",2690,"HP NNM Embedded Database"
"TCP",2691,"IT Internet"
"TCP",2692,"Admins LMS"
"TCP",2693,"belarc-HTTP"
"TCP",2694,"pwrsevent"
"TCP",2695,"VSPREAD"
"TCP",2696,"Unify Admin"
"TCP",2697,"Oce SNMP Trap Port"
"TCP",2698,"MCK-IVPIP"
"TCP",2699,"Csoft Plus Client"
"TCP",2700,"tqdata"
"TCP",2701,"SMS Remote Control (control)"
"TCP",2702,"SMS Remote Control (data)"
"TCP",2703,"SMS Remote Control (chat)"
"TCP",2704,"SMS Remote File Transfer"
"TCP",2705,"SDS Admin"
"TCP",2706,"NCD Mirroring"
"TCP",2707,"EMCSYMAPIPORT"
"TCP",2708,"Banyan-Net"
"TCP",2709,"Supermon"
"TCP",2710,"SSO Service"
"TCP",2711,"SSO Control"
"TCP",2712,"Axapta Object Communication Protocol"
"TCP",2713,"Raven1"
"TCP",2714,"Raven2"
"TCP",2715,"HPSTGMGR2"
"TCP",2716,"Inova IP Disco"
"TCP",2717,"PN REQUESTER"
"TCP",2718,"PN REQUESTER 2"
"TCP",2719,"Scan & Change"
"TCP",2720,"wkars"
"TCP",2721,"Smart Diagnose"
"TCP",2722,"Proactive Server"
"TCP",2723,"WatchDog NT"
"TCP",2724,"qotps"
"TCP",2725,"SQL Analysis Services / MSOLAP PTP2"
"TCP",2726,"TAMS"
"TCP",2727,"Media Gateway Control Protocol Call Agent"
"TCP",2728,"SQDR"
"TCP",2729,"TCIM Control"
"TCP",2730,"NEC RaidPlus"
"TCP",2731,"NetDragon Messanger"
"TCP",2732,"G5M"
"TCP",2733,"Signet CTF"
"TCP",2734,"CCS Software"
"TCP",2735,"Monitor Console"
"TCP",2736,"RADWIZ NMS SRV"
"TCP",2737,"SRP Feedback"
"TCP",2738,"NDL TCP-OSI Gateway"
"TCP",2739,"TN Timing"
"TCP",2740,"Alarm"
"TCP",2741,"TSB"
"TCP",2742,"TSB2"
"TCP",2743,"murx"
"TCP",2744,"honyaku"
"TCP",2745,"W32.Beagle.C trojan) / URBISNET"
"TCP",2746,"CPUDPENCAP"
"TCP",2747,"yk.fujitsu.co.jp"
"TCP",2748,"yk.fujitsu.co.jp"
"TCP",2749,"yk.fujitsu.co.jp"
"TCP",2750,"yk.fujitsu.co.jp"
"TCP",2751,"yk.fujitsu.co.jp"
"TCP",2752,"RSISYS ACCESS"
"TCP",2753,"de-spot"
"TCP",2754,"APOLLO CC"
"TCP",2755,"Express Pay"
"TCP",2756,"simplement-tie"
"TCP",2757,"CNRP"
"TCP",2758,"APOLLO Status"
"TCP",2759,"APOLLO GMS"
"TCP",2760,"Saba MS"
"TCP",2761,"DICOM ISCL"
"TCP",2762,"DICOM TLS"
"TCP",2763,"Desktop DNA"
"TCP",2764,"Data Insurance"
"TCP",2765,"qip-audup"
"TCP",2766,"Compaq SCP"
"TCP",2767,"UADTC"
"TCP",2768,"UACS"
"TCP",2769,"Single Point MVS"
"TCP",2770,"Veronica"
"TCP",2771,"Vergence CM"
"TCP",2772,"auris"
"TCP",2773,"PC Backup"
"TCP",2774,"PC Backup"
"TCP",2775,"SMMP"
"TCP",2776,"Ridgeway Systems & Software"
"TCP",2777,"Ridgeway Systems & Software"
"TCP",2778,"Gwen-Sonya"
"TCP",2779,"LBC Sync"
"TCP",2780,"LBC Control"
"TCP",2781,"whosells"
"TCP",2782,"everydayrc"
"TCP",2783,"AISES"
"TCP",2784,"world wide web - development"
"TCP",2785,"aic-np"
"TCP",2786,"aic-oncrpc - Destiny MCD database"
"TCP",2787,"piccolo - Cornerstone Software"
"TCP",2788,"NetWare Loadable Module - Seagate Software"
"TCP",2789,"Media Agent"
"TCP",2790,"PLG Proxy"
"TCP",2791,"MT Port Registrator"
"TCP",2792,"f5-globalsite"
"TCP",2793,"initlsmsad"
"TCP",2794,"aaftp"
"TCP",2795,"LiveStats"
"TCP",2796,"ac-tech"
"TCP",2797,"esp-encap"
"TCP",2798,"TMESIS-UPShot"
"TCP",2799,"ICON Discover"
"TCP",2800,"ACC RAID"
"TCP",2801,"IGCP"
"TCP",2802,"Veritas TCP1"
"TCP",2803,"btprjctrl"
"TCP",2804,"Telexis VTU"
"TCP",2805,"WTA WSP-S"
"TCP",2806,"cspuni"
"TCP",2807,"cspmulti"
"TCP",2808,"J-LAN-P"
"TCP",2809,"CORBA LOC"
"TCP",2810,"Active Net Steward"
"TCP",2811,"GSI FTP"
"TCP",2812,"atmtcp"
"TCP",2813,"llm-pass"
"TCP",2814,"llm-csv"
"TCP",2815,"LBC Measurement"
"TCP",2816,"LBC Watchdog"
"TCP",2817,"NMSig Port"
"TCP",2818,"rmlnk"
"TCP",2819,"FC Fault Notification"
"TCP",2820,"UniVision"
"TCP",2821,"vml_dms"
"TCP",2822,"ka0wuc"
"TCP",2823,"CQG Net/LAN"
"TCP",2826,"slc systemlog"
"TCP",2827,"slc ctrlrloops"
"TCP",2828,"ITM License Manager"
"TCP",2829,"silkp1"
"TCP",2830,"silkp2"
"TCP",2831,"silkp3"
"TCP",2832,"silkp4"
"TCP",2833,"glishd"
"TCP",2834,"EVTP"
"TCP",2835,"EVTP-DATA"
"TCP",2836,"catalyst"
"TCP",2837,"Repliweb"
"TCP",2838,"Starbot"
"TCP",2839,"NMSigPort"
"TCP",2840,"l3-exprt"
"TCP",2841,"l3-ranger"
"TCP",2842,"l3-hawk"
"TCP",2843,"PDnet"
"TCP",2844,"BPCP POLL"
"TCP",2845,"BPCP TRAP"
"TCP",2846,"AIMPP Hello"
"TCP",2847,"AIMPP Port Req"
"TCP",2848,"AMT-BLC-PORT"
"TCP",2849,"FXP"
"TCP",2850,"MetaConsole"
"TCP",2851,"webemshttp"
"TCP",2852,"bears-01"
"TCP",2853,"ISPipes"
"TCP",2854,"InfoMover"
"TCP",2856,"cesdinv"
"TCP",2857,"SimCtIP"
"TCP",2858,"ECNP"
"TCP",2859,"Active Memory"
"TCP",2860,"Dialpad Voice 1"
"TCP",2861,"Dialpad Voice 2"
"TCP",2862,"TTG Protocol"
"TCP",2863,"Sonar Data"
"TCP",2864,"main 5001 cmd"
"TCP",2865,"pit-vpn"
"TCP",2866,"lwlistener"
"TCP",2867,"esps-portal"
"TCP",2868,"NPEP Messaging"
"TCP",2869,"SSDP event notification / ICSLAP"
"TCP",2870,"daishi"
"TCP",2871,"MSI Select Play"
"TCP",2872,"CONTRACT"
"TCP",2873,"PASPAR2 ZoomIn"
"TCP",2874,"dxmessagebase1"
"TCP",2875,"dxmessagebase2"
"TCP",2876,"SPS Tunnel"
"TCP",2877,"BLUELANCE"
"TCP",2878,"AAP"
"TCP",2879,"ucentric-ds"
"TCP",2880,"synapse"
"TCP",2881,"NDSP"
"TCP",2882,"NDTP"
"TCP",2883,"NDNP"
"TCP",2884,"Flash Msg"
"TCP",2885,"TopFlow"
"TCP",2886,"RESPONSELOGIC"
"TCP",2887,"aironet"
"TCP",2888,"SPCSDLOBBY"
"TCP",2889,"RSOM"
"TCP",2890,"CSPCLMULTI"
"TCP",2891,"CINEGRFX-ELMD License Manager"
"TCP",2892,"SNIFFERDATA"
"TCP",2893,"VSECONNECTOR"
"TCP",2894,"ABACUS-REMOTE"
"TCP",2895,"NATUS LINK"
"TCP",2896,"ECOVISIONG6-1"
"TCP",2897,"Citrix RTMP"
"TCP",2898,"APPLIANCE-CFG"
"TCP",2899,"case.nm.fujitsu.co.jp"
"TCP",2900,"magisoft.com"
"TCP",2901,"ALLSTORCNS"
"TCP",2902,"NET ASPI"
"TCP",2903,"SUITCASE"
"TCP",2904,"M2UA"
"TCP",2905,"M3UA"
"TCP",2906,"CALLER9"
"TCP",2907,"WEBMETHODS B2B"
"TCP",2908,"mao"
"TCP",2909,"Funk Dialout"
"TCP",2910,"TDAccess"
"TCP",2911,"Blockade"
"TCP",2912,"Epicon"
"TCP",2913,"Booster Ware"
"TCP",2914,"Game Lobby"
"TCP",2915,"TK Socket"
"TCP",2916,"Elvin Server"
"TCP",2917,"Elvin Client"
"TCP",2918,"Kasten Chase Pad"
"TCP",2919,"ROBOER"
"TCP",2920,"ROBOEDA"
"TCP",2921,"CESD Contents Delivery Management"
"TCP",2922,"CESD Contents Delivery Data Transfer"
"TCP",2923,"WTA-WSP-WTP-S"
"TCP",2924,"PRECISE-VIP"
"TCP",2925,"Firewall Redundancy Protocol"
"TCP",2926,"MOBILE-FILE-DL"
"TCP",2927,"UNIMOBILECTRL"
"TCP",2928,"REDSTONE-CPSS"
"TCP",2929,"PANJA-WEBADMIN"
"TCP",2930,"PANJA-WEBLINX"
"TCP",2931,"Circle-X"
"TCP",2932,"INCP"
"TCP",2933,"4-TIER OPM GW"
"TCP",2934,"4-TIER OPM CLI"
"TCP",2935,"QTP"
"TCP",2936,"OTPatch"
"TCP",2937,"PNACONSULT-LM"
"TCP",2938,"SM-PAS-1"
"TCP",2939,"SM-PAS-2"
"TCP",2940,"SM-PAS-3"
"TCP",2941,"SM-PAS-4"
"TCP",2942,"SM-PAS-5"
"TCP",2943,"TTNRepository"
"TCP",2944,"Megaco H-248"
"TCP",2945,"H248 Binary"
"TCP",2946,"FJSVmpor"
"TCP",2947,"GPSD"
"TCP",2948,"WAP PUSH"
"TCP",2949,"WAP PUSH SECURE"
"TCP",2950,"ESIP"
"TCP",2951,"OTTP"
"TCP",2952,"MPFWSAS"
"TCP",2953,"OVALARMSRV"
"TCP",2954,"OVALARMSRV-CMD"
"TCP",2955,"CSNOTIFY"
"TCP",2956,"OVRIMOSDBMAN"
"TCP",2957,"JAMCT5"
"TCP",2958,"JAMCT6"
"TCP",2959,"RMOPAGT"
"TCP",2960,"DFOXSERVER"
"TCP",2961,"BOLDSOFT-LM"
"TCP",2962,"IPH-POLICY-CLI"
"TCP",2963,"IPH-POLICY-ADM"
"TCP",2964,"BULLANT SRAP"
"TCP",2965,"BULLANT RAP"
"TCP",2966,"IDP-INFOTRIEVE"
"TCP",2967,"SSC-AGENT"
"TCP",2968,"ENPP"
"TCP",2969,"UPnP / ESSP"
"TCP",2970,"INDEX-NET"
"TCP",2971,"Net Clip"
"TCP",2972,"PMSM Webrctl"
"TCP",2973,"SV Networks"
"TCP",2974,"Signal"
"TCP",2975,"Fujitsu Configuration Management Service"
"TCP",2976,"CNS Server Port"
"TCP",2977,"TTCs Enterprise Test Access Protocol - NS"
"TCP",2978,"TTCs Enterprise Test Access Protocol - DS"
"TCP",2979,"H.263 Video Streaming"
"TCP",2980,"Instant Messaging Service"
"TCP",2981,"MYLXAMPORT"
"TCP",2982,"IWB-WHITEBOARD"
"TCP",2983,"NETPLAN"
"TCP",2984,"HPIDSADMIN"
"TCP",2985,"HPIDSAGENT"
"TCP",2986,"STONEFALLS"
"TCP",2987,"IDENTIFY"
"TCP",2988,"CLASSIFY"
"TCP",2989,"ZARKOV"
"TCP",2990,"BOSCAP"
"TCP",2991,"WKSTN-MON"
"TCP",2992,"ITB301"
"TCP",2993,"VERITAS VIS1"
"TCP",2994,"VERITAS VIS2"
"TCP",2995,"IDRS"
"TCP",2996,"vsixml"
"TCP",2997,"REBOL"
"TCP",2998,"Real Secure"
"TCP",2999,"RemoteWare Unassigned"
"TCP",3000,"RemoteWare Client"
"TCP",3001,"Phatbot Worm / Redwood Broker"
"TCP",3002,"RemoteWare Server"
"TCP",3003,"CGMS"
"TCP",3004,"Csoft Agent"
"TCP",3005,"Genius License Manager"
"TCP",3006,"Instant Internet Admin"
"TCP",3007,"Lotus Mail Tracking Agent Protocol"
"TCP",3008,"Midnight Technologies"
"TCP",3009,"PXC-NTFY"
"TCP",3010,"Telerate Workstation"
"TCP",3011,"Trusted Web"
"TCP",3012,"Trusted Web Client"
"TCP",3013,"Gilat Sky Surfer"
"TCP",3014,"Broker Service"
"TCP",3015,"NATI DSTP"
"TCP",3016,"Notify Server"
"TCP",3017,"Event Listener"
"TCP",3018,"Service Registry"
"TCP",3019,"Resource Manager"
"TCP",3020,"CIFS"
"TCP",3021,"AGRI Server"
"TCP",3022,"CSREGAGENT"
"TCP",3023,"magicnotes"
"TCP",3024,"NDS_SSO"
"TCP",3025,"Arepa Raft"
"TCP",3026,"AGRI Gateway"
"TCP",3027,"LiebDevMgmt_C"
"TCP",3028,"LiebDevMgmt_DM"
"TCP",3029,"LiebDevMgmt_A"
"TCP",3030,"Arepa Cas"
"TCP",3031,"AgentVU"
"TCP",3032,"Redwood Chat"
"TCP",3033,"PDB"
"TCP",3034,"Osmosis AEEA"
"TCP",3035,"FJSV gssagt"
"TCP",3036,"Hagel DUMP"
"TCP",3037,"HP SAN Mgmt"
"TCP",3038,"Santak UPS"
"TCP",3039,"Cogitate Inc."
"TCP",3040,"Tomato Springs"
"TCP",3041,"di-traceware"
"TCP",3042,"journee"
"TCP",3043,"BRP"
"TCP",3045,"ResponseNet"
"TCP",3046,"di-ase"
"TCP",3047,"Fast Security HL Server"
"TCP",3048,"Sierra Net PC Trader"
"TCP",3049,"NSWS"
"TCP",3050,"gds_db"
"TCP",3051,"Galaxy Server"
"TCP",3052,"APCPCNS"
"TCP",3053,"dsom-server"
"TCP",3054,"AMT CNF PROT"
"TCP",3055,"Policy Server"
"TCP",3056,"CDL Server"
"TCP",3057,"GoAhead FldUp"
"TCP",3058,"videobeans"
"TCP",3059,"qsoft"
"TCP",3060,"interserver"
"TCP",3061,"cautcpd"
"TCP",3062,"ncacn-ip-tcp"
"TCP",3063,"ncadg-ip-udp"
"TCP",3065,"slinterbase"
"TCP",3066,"NETATTACHSDMP"
"TCP",3067,"W32.Korgo Worm / FJHPJP"
"TCP",3068,"ls3 Broadcast"
"TCP",3069,"ls3"
"TCP",3070,"MGXSWITCH"
"TCP",3075,"Orbix 2000 Locator"
"TCP",3076,"Orbix 2000 Config"
"TCP",3077,"Orbix 2000 Locator SSL"
"TCP",3078,"Orbix 2000 Locator SSL"
