"protocol","port","description"
"UDP",2295,"Advant License Manager"
"UDP",2296,"Theta License Manager (Rainbow)"
"UDP",2297,"D2K DataMover 1"
"UDP",2298,"D2K DataMover 2"
"UDP",2299,"PC Telecommute"
"UDP",2300,"CVMMON"
"UDP",2301,"Compaq HTTP"
"UDP",2302,"Bindery Support"
"UDP",2303,"Proxy Gateway"
"UDP",2304,"Attachmate UTS"
"UDP",2305,"MT ScaleServer"
"UDP",2306,"TAPPI BoxNet"
"UDP",2307,"pehelp"
"UDP",2308,"sdhelp"
"UDP",2309,"SD Server"
"UDP",2310,"SD Client"
"UDP",2311,"Message Service"
"UDP",2313,"IAPP (Inter Access Point Protocol)"
"UDP",2314,"CR WebSystems"
"UDP",2315,"Precise Sft."
"UDP",2316,"SENT License Manager"
"UDP",2317,"Attachmate G32"
"UDP",2318,"Cadence Control"
"UDP",2319,"InfoLibria"
"UDP",2320,"Siebel NS"
"UDP",2321,"RDLAP"
"UDP",2322,"ofsd"
"UDP",2323,"3d-nfsd"
"UDP",2324,"Cosmocall"
"UDP",2325,"Design Space License Management"
"UDP",2326,"IDCP"
"UDP",2327,"xingcsm"
"UDP",2328,"Netrix SFTM"
"UDP",2329,"NVD"
"UDP",2330,"TSCCHAT"
"UDP",2331,"AGENTVIEW"
"UDP",2332,"RCC Host"
"UDP",2333,"SNAPP"
"UDP",2334,"ACE Client Auth"
"UDP",2335,"ACE Proxy"
"UDP",2336,"Apple UG Control"
"UDP",2337,"ideesrv"
"UDP",2338,"Norton Lambert"
"UDP",2339,"3Com WebView"
"UDP",2340,"WRS Registry"
"UDP",2341,"XIO Status"
"UDP",2342,"Seagate Manage Exec"
"UDP",2343,"nati logos"
"UDP",2344,"fcmsys"
"UDP",2345,"dbm"
"UDP",2346,"Game Connection Port"
"UDP",2347,"Game Announcement and Location"
"UDP",2348,"Information to query for game status"
"UDP",2349,"Disgnostics Port"
"UDP",2350,"psbserver"
"UDP",2351,"psrserver"
"UDP",2352,"pslserver"
"UDP",2353,"pspserver"
"UDP",2354,"psprserver"
"UDP",2355,"psdbserver"
"UDP",2356,"GXT License Managemant"
"UDP",2357,"UniHub Server"
"UDP",2358,"Futrix"
"UDP",2359,"FlukeServer"
"UDP",2360,"NexstorIndLtd"
"UDP",2361,"TL1"
"UDP",2362,"digiman"
"UDP",2363,"Media Central NFSD"
"UDP",2364,"OI-2000"
"UDP",2365,"dbref"
"UDP",2366,"qip-login"
"UDP",2367,"Service Control"
"UDP",2368,"OpenTable"
"UDP",2369,"ACS2000 DSP"
"UDP",2370,"L3-HBMon"
"UDP",2381,"Compaq HTTPS"
"UDP",2382,"Microsoft OLAP"
"UDP",2383,"Microsoft OLAP"
"UDP",2384,"SD-REQUEST"
"UDP",2389,"OpenView Session Mgr"
"UDP",2390,"RSMTP"
"UDP",2391,"3COM Net Management"
"UDP",2392,"Tactical Auth"
"UDP",2393,"MS OLAP 1"
"UDP",2394,"MA OLAP 2"
"UDP",2395,"LAN900 Remote"
"UDP",2396,"Wusage"
"UDP",2397,"NCL"
"UDP",2398,"Orbiter"
"UDP",2399,"FileMaker Inc. - Data Access Layer"
"UDP",2400,"OpEquus Server"
"UDP",2401,"cvspserver"
"UDP",2402,"TaskMaster 2000 Server"
"UDP",2403,"TaskMaster 2000 Web"
"UDP",2404,"IEC870-5-104"
"UDP",2405,"TRC Netpoll"
"UDP",2406,"JediServer"
"UDP",2407,"Orion"
"UDP",2408,"OptimaNet"
"UDP",2409,"SNS Protocol"
"UDP",2410,"VRTS Registry"
"UDP",2411,"Netwave AP Management"
"UDP",2412,"CDN"
"UDP",2413,"orion-rmi-reg"
"UDP",2414,"Interlingua"
"UDP",2415,"COMTEST"
"UDP",2416,"RMT Server"
"UDP",2417,"Composit Server"
"UDP",2418,"cas"
"UDP",2419,"Attachmate S2S"
"UDP",2420,"DSL Remote Management"
"UDP",2421,"G-Talk"
"UDP",2422,"CRMSBITS"
"UDP",2423,"RNRP"
"UDP",2424,"KOFAX-SVR"
"UDP",2425,"Fujitsu App Manager"
"UDP",2426,"Appliant UDP"
"UDP",2427,"Media Gateway Control Protocol Gateway"
"UDP",2428,"One Way Trip Time"
"UDP",2429,"FT-ROLE"
"UDP",2430,"venus"
"UDP",2431,"venus-se"
"UDP",2432,"codasrv"
"UDP",2433,"codasrv-se"
"UDP",2434,"pxc-epmap"
"UDP",2435,"OptiLogic"
"UDP",2436,"TOP/X"
"UDP",2437,"UniControl"
"UDP",2438,"MSP"
"UDP",2439,"SybaseDBSynch"
"UDP",2440,"Spearway Lockser"
"UDP",2441,"pvsw-inet"
"UDP",2442,"Netangel"
"UDP",2443,"PowerClient Central Storage Facility"
"UDP",2444,"BT PP2 Sectrans"
"UDP",2445,"DTN1"
"UDP",2446,"bues_service"
"UDP",2447,"OpenView NNM daemon"
"UDP",2448,"hpppsvr"
"UDP",2449,"RATL"
"UDP",2450,"netadmin"
"UDP",2451,"netchat"
"UDP",2452,"SnifferClient"
"UDP",2453,"madge-om"
"UDP",2454,"IndX-DDS"
"UDP",2455,"WAGO-IO-SYSTEM"
"UDP",2456,"altav-remmgt"
"UDP",2457,"Rapido_IP"
"UDP",2458,"griffin"
"UDP",2459,"Community"
"UDP",2460,"ms-theater"
"UDP",2461,"qadmifoper"
"UDP",2462,"qadmifevent"
"UDP",2463,"Symbios Raid"
"UDP",2464,"DirecPC SI"
"UDP",2465,"Load Balance Management"
"UDP",2466,"Load Balance Forwarding"
"UDP",2467,"High Criteria"
"UDP",2468,"qip_msgd"
"UDP",2469,"MTI-TCS-COMM"
"UDP",2470,"taskman port"
"UDP",2471,"SeaODBC"
"UDP",2472,"C3"
"UDP",2473,"Aker-cdp"
"UDP",2474,"Vital Analysis"
"UDP",2475,"ACE Server"
"UDP",2476,"ACE Server Propagation"
"UDP",2477,"SecurSight Certificate Valifation Service"
"UDP",2478,"SecurSight Authentication Server (SSL)"
"UDP",2479,"SecurSight Event Logging Server (SSL)"
"UDP",2480,"Lingwood's Detail"
"UDP",2481,"Oracle GIOP"
"UDP",2482,"Oracle GIOP SSL"
"UDP",2483,"Oracel TTC"
"UDP",2484,"Oracle TTC SSL"
"UDP",2485,"Net Objects1"
"UDP",2486,"Net Objects2"
"UDP",2487,"Policy Notice Service"
"UDP",2488,"Moy Corporation"
"UDP",2489,"TSILB"
"UDP",2490,"qip_qdhcp"
"UDP",2491,"Conclave CPP"
"UDP",2492,"GROOVE"
"UDP",2493,"Talarian MQS"
"UDP",2494,"BMC AR"
"UDP",2495,"Fast Remote Services"
"UDP",2496,"DIRGIS"
"UDP",2497,"Quad DB"
"UDP",2498,"ODN-CasTraq"
"UDP",2499,"UniControl"
"UDP",2500,"Resource Tracking system server"
"UDP",2501,"Resource Tracking system client"
"UDP",2502,"Kentrox Protocol"
"UDP",2503,"NMS-DPNSS"
"UDP",2504,"WLBS"
"UDP",2505,"torque-traffic"
"UDP",2506,"jbroker"
"UDP",2507,"spock"
"UDP",2508,"JDataStore"
"UDP",2509,"fjmpss"
"UDP",2510,"fjappmgrbulk"
"UDP",2511,"Metastorm"
"UDP",2512,"Citrix IMA"
"UDP",2513,"Citrix ADMIN"
"UDP",2514,"Facsys NTP"
"UDP",2515,"Facsys Router"
"UDP",2516,"Main Control"
"UDP",2517,"H.323 Annex E call signaling transport"
"UDP",2518,"Willy"
"UDP",2519,"globmsgsvc"
"UDP",2520,"pvsw"
"UDP",2521,"Adaptec Manager"
"UDP",2522,"WinDb"
"UDP",2523,"Qke LLC V.3"
"UDP",2524,"Optiwave License Management"
"UDP",2525,"MS V-Worlds"
"UDP",2526,"EMA License Manager"
"UDP",2527,"IQ Server"
"UDP",2528,"NCR CCL"
"UDP",2529,"UTS FTP"
"UDP",2530,"VR Commerce"
"UDP",2531,"ITO-E GUI"
"UDP",2532,"OVTOPMD"
"UDP",2533,"SnifferServer"
"UDP",2534,"Combox Web Access"
"UDP",2535,"MADCAP"
"UDP",2536,"btpp2audctr1"
"UDP",2537,"Upgrade Protocol"
"UDP",2538,"vnwk-prapi"
"UDP",2539,"VSI Admin"
"UDP",2540,"LonWorks"
"UDP",2541,"LonWorks2"
"UDP",2542,"daVinci"
"UDP",2543,"REFTEK"
"UDP",2544,"Novell ZEN novell.com"
"UDP",2545,"sis-emt"
"UDP",2546,"vytalvaultbrtp"
"UDP",2547,"vytalvaultvsmp"
"UDP",2548,"vytalvaultpipe"
"UDP",2549,"IPASS"
"UDP",2550,"ADS"
"UDP",2551,"ISG UDA Server"
"UDP",2552,"Call Logging"
"UDP",2553,"efidiningport"
"UDP",2554,"VCnet-Link v10"
"UDP",2555,"Compaq WCP"
"UDP",2556,"nicetec-nmsvc"
"UDP",2557,"nicetec-mgmt"
"UDP",2558,"PCLE Multi Media"
"UDP",2559,"LSTP"
"UDP",2560,"labrat"
"UDP",2561,"MosaixCC"
"UDP",2562,"Delibo"
"UDP",2563,"CTI Redwood"
"UDP",2565,"Coordinator Server"
"UDP",2566,"pcs-pcw"
"UDP",2567,"Cisco Line Protocol"
"UDP",2568,"SPAM TRAP"
"UDP",2569,"Sonus Call Signal"
"UDP",2570,"HS Port"
"UDP",2571,"CECSVC"
"UDP",2572,"IBP"
"UDP",2573,"Trust Establish"
"UDP",2574,"Blockade BPSP"
"UDP",2575,"HL7"
"UDP",2576,"TCL Pro Debugger"
"UDP",2577,"Scriptics Lsrvr"
"UDP",2578,"RVS ISDN DCP"
"UDP",2579,"mpfoncl"
"UDP",2580,"Tributary"
"UDP",2581,"ARGIS TE"
"UDP",2582,"ARGIS DS"
"UDP",2583,"MON"
"UDP",2584,"cyaserv"
"UDP",2585,"NETX Server"
"UDP",2586,"NETX Agent"
"UDP",2587,"MASC"
"UDP",2588,"Privilege"
"UDP",2589,"quartus tcl"
"UDP",2590,"idotdist"
"UDP",2591,"Maytag Shuffle"
"UDP",2592,"netrek"
"UDP",2593,"MNS Mail Notice Service"
"UDP",2594,"Data Base Server"
"UDP",2595,"World Fusion 1"
"UDP",2596,"World Fusion 2"
"UDP",2597,"Homestead Glory"
"UDP",2598,"Citrix MA Client"
"UDP",2599,"Meridian Data"
"UDP",2600,"HPSTGMGR"
"UDP",2601,"discp client"
"UDP",2602,"discp server"
"UDP",2603,"Service Meter"
"UDP",2604,"NSC CCS"
"UDP",2605,"NSC POSA"
"UDP",2606,"Dell Netmon"
"UDP",2607,"Dell Connection"
"UDP",2608,"Wag Service"
"UDP",2609,"System Monitor"
"UDP",2610,"VersaTek"
"UDP",2611,"LIONHEAD"
"UDP",2612,"Qpasa Agent"
"UDP",2613,"SMNTUBootstrap"
"UDP",2614,"Never Offline"
"UDP",2615,"firepower"
"UDP",2616,"appswitch-emp"
"UDP",2617,"Clinical Context Managers"
"UDP",2618,"Priority E-Com"
"UDP",2619,"bruce"
"UDP",2620,"LPSRecommender"
"UDP",2621,"Miles Apart Jukebox Server"
"UDP",2622,"MetricaDBC"
"UDP",2623,"LMDP"
"UDP",2624,"Aria"
"UDP",2625,"Blwnkl Port"
"UDP",2626,"gbjd816"
"UDP",2627,"Moshe Beeri"
"UDP",2628,"DICT"
"UDP",2629,"Sitara Server"
"UDP",2630,"Sitara Management"
"UDP",2631,"Sitara Dir"
"UDP",2632,"IRdg Post"
"UDP",2633,"InterIntelli"
"UDP",2634,"PK Electronics"
"UDP",2635,"Back Burner"
"UDP",2636,"Solve"
"UDP",2637,"Import Document Service"
"UDP",2638,"Sybase Anywhere"
"UDP",2639,"AMInet"
"UDP",2640,"Sabbagh Associates Licence Manager"
"UDP",2641,"HDL Server"
"UDP",2642,"Tragic"
"UDP",2643,"GTE-SAMP"
"UDP",2644,"Travsoft IPX Tunnel"
"UDP",2645,"Novell IPX CMD"
"UDP",2646,"AND License Manager"
"UDP",2647,"SyncServer"
"UDP",2648,"Upsnotifyprot"
"UDP",2649,"VPSIPPORT"
"UDP",2650,"eristwoguns"
"UDP",2651,"EBInSite"
"UDP",2652,"InterPathPanel"
"UDP",2653,"Sonus"
"UDP",2654,"Corel VNC Admin"
"UDP",2655,"UNIX Nt Glue"
"UDP",2656,"Kana"
"UDP",2657,"SNS Dispatcher"
"UDP",2658,"SNS Admin"
"UDP",2659,"SNS Query"
"UDP",2660,"GC Monitor"
"UDP",2661,"OLHOST"
"UDP",2662,"BinTec-CAPI"
"UDP",2663,"BinTec-TAPI"
"UDP",2664,"Command MQ GM"
"UDP",2665,"Command MQ PM"
"UDP",2666,"extensis"
"UDP",2667,"Alarm Clock Server"
"UDP",2668,"Alarm Clock Client"
"UDP",2669,"TOAD"
"UDP",2670,"TVE Announce"
"UDP",2671,"newlixreg"
"UDP",2672,"nhserver"
"UDP",2673,"First Call 42"
"UDP",2674,"ewnn"
"UDP",2675,"TTC ETAP"
"UDP",2676,"SIMSLink"
"UDP",2677,"Gadget Gate 1 Way"
"UDP",2678,"Gadget Gate 2 Way"
"UDP",2679,"Sync Server SSL"
"UDP",2680,"pxc-sapxom"
"UDP",2681,"mpnjsomb"
"UDP",2682,"SRSP"
"UDP",2683,"NCDLoadBalance"
"UDP",2684,"mpnjsosv"
"UDP",2685,"mpnjsocl"
"UDP",2686,"mpnjsomg"
"UDP",2687,"pq-lic-mgmt"
"UDP",2688,"md-cf-HTTP"
"UDP",2689,"FastLynx"
"UDP",2690,"HP NNM Embedded Database"
"UDP",2691,"IT Internet"
"UDP",2692,"Admins LMS"
"UDP",2693,"belarc-HTTP"
"UDP",2694,"pwrsevent"
"UDP",2695,"VSPREAD"
"UDP",2696,"Unify Admin"
"UDP",2697,"Oce SNMP Trap Port"
"UDP",2698,"MCK-IVPIP"
"UDP",2699,"Csoft Plus Client"
"UDP",2700,"tqdata"
"UDP",2701,"SMS Remote Control (control)"
"UDP",2702,"SMS Remote Control (data)"
"UDP",2703,"SMS Remote Control (chat)"
"UDP",2704,"SMS Remote File Transfer"
"UDP",2705,"SDS Admin"
"UDP",2706,"NCD Mirroring"
"UDP",2707,"EMCSYMAPIPORT"
"UDP",2708,"Banyan-Net"
"UDP",2709,"Supermon"
"UDP",2710,"SSO Service"
"UDP",2711,"SSO Control"
"UDP",2712,"Axapta Object Communication Protocol"
"UDP",2713,"Raven1"
"UDP",2714,"unified-technologies.com"
"UDP",2715,"HPSTGMGR2"
"UDP",2716,"Inova IP Disco"
"UDP",2717,"PN REQUESTER"
"UDP",2718,"PN REQUESTER 2"
"UDP",2719,"Scan & Change"
"UDP",2720,"wkars"
"UDP",2721,"Smart Diagnose"
"UDP",2722,"Proactive Server"
"UDP",2723,"WatchDog NT"
"UDP",2724,"qotps"
"UDP",2725,"MSOLAP PTP2"
"UDP",2726,"TAMS"
"UDP",2727,"Media Gateway Control Protocol Call Agent"
"UDP",2728,"SQDR"
"UDP",2729,"TCIM Control"
"UDP",2730,"NEC RaidPlus"
"UDP",2731,"NetDragon Messanger"
"UDP",2732,"G5M"
"UDP",2733,"Signet CTF"
"UDP",2734,"CCS Software"
"UDP",2735,"Monitor Console"
"UDP",2736,"RADWIZ NMS SRV"
"UDP",2737,"SRP Feedback"
"UDP",2738,"NDL TCP-OSI Gateway"
"UDP",2739,"TN Timing"
"UDP",2740,"Alarm"
"UDP",2741,"TSB"
"UDP",2742,"TSB2"
"UDP",2743,"murx"
"UDP",2744,"honyaku"
"UDP",2745,"URBISNET"
"UDP",2746,"CPUDPENCAP"
"UDP",2747,"yk.fujitsu.co.jp"
"UDP",2748,"yk.fujitsu.co.jp"
"UDP",2749,"yk.fujitsu.co.jp"
"UDP",2750,"yk.fujitsu.co.jp"
"UDP",2751,"yk.fujitsu.co.jp"
"UDP",2752,"RSISYS ACCESS"
"UDP",2753,"de-spot"
"UDP",2754,"APOLLO CC"
"UDP",2755,"Express Pay"
"UDP",2756,"simplement-tie"
"UDP",2757,"CNRP"
"UDP",2758,"APOLLO Status"
"UDP",2759,"APOLLO GMS"
"UDP",2760,"Saba MS"
"UDP",2761,"DICOM ISCL"
"UDP",2762,"DICOM TLS"
"UDP",2763,"Desktop DNA"
"UDP",2764,"Data Insurance"
"UDP",2765,"qip-audup"
"UDP",2766,"Compaq SCP"
"UDP",2767,"UADTC"
"UDP",2768,"UACS"
"UDP",2769,"Single Point MVS"
"UDP",2770,"Veronica"
"UDP",2771,"Vergence CM"
"UDP",2772,"auris"
"UDP",2773,"PC Backup"
"UDP",2774,"PC Backup"
"UDP",2775,"SMMP"
"UDP",2776,"Ridgeway Systems & Software"
"UDP",2777,"Ridgeway Systems & Software"
"UDP",2778,"Gwen-Sonya"
"UDP",2779,"LBC Sync"
"UDP",2780,"LBC Control"
"UDP",2781,"whosells"
"UDP",2782,"everydayrc"
"UDP",2783,"AISES"
"UDP",2784,"world wide web - development"
"UDP",2785,"aic-np"
"UDP",2786,"aic-oncrpc - Destiny MCD database"
"UDP",2787,"piccolo - Cornerstone Software"
"UDP",2788,"NetWare Loadable Module - Seagate Software"
"UDP",2789,"Media Agent"
"UDP",2790,"PLG Proxy"
"UDP",2791,"MT Port Registrator"
"UDP",2792,"f5-globalsite"
"UDP",2793,"initlsmsad"
"UDP",2794,"aaftp"
"UDP",2795,"LiveStats"
"UDP",2796,"ac-tech"
"UDP",2797,"esp-encap"
"UDP",2798,"TMESIS-UPShot"
"UDP",2799,"ICON Discover"
"UDP",2800,"ACC RAID"
"UDP",2801,"IGCP"
"UDP",2802,"Veritas UDP1"
"UDP",2803,"btprjctrl"
"UDP",2804,"Telexis VTU"
"UDP",2805,"WTA WSP-S"
"UDP",2806,"cspuni"
"UDP",2807,"cspmulti"
"UDP",2808,"J-LAN-P"
"UDP",2809,"CORBA LOC"
"UDP",2810,"Active Net Steward"
"UDP",2811,"GSI FTP"
"UDP",2812,"atmtcp"
"UDP",2813,"llm-pass"
"UDP",2814,"llm-csv"
"UDP",2815,"LBC Measurement"
"UDP",2816,"LBC Watchdog"
"UDP",2817,"NMSig Port"
"UDP",2818,"rmlnk"
"UDP",2819,"FC Fault Notification"
"UDP",2820,"UniVision"
"UDP",2821,"vml_dms"
"UDP",2822,"ka0wuc"
"UDP",2823,"CQG Net/LAN"
"UDP",2826,"slc systemlog"
"UDP",2827,"slc ctrlrloops"
"UDP",2828,"ITM License Manager"
"UDP",2829,"silkp1"
"UDP",2830,"silkp2"
"UDP",2831,"silkp3"
"UDP",2832,"silkp4"
"UDP",2833,"glishd"
"UDP",2834,"EVTP"
"UDP",2835,"EVTP-DATA"
"UDP",2836,"catalyst"
"UDP",2837,"Repliweb"
"UDP",2838,"Starbot"
"UDP",2839,"NMSigPort"
"UDP",2840,"l3-exprt"
"UDP",2841,"l3-ranger"
"UDP",2842,"l3-hawk"
"UDP",2843,"PDnet"
"UDP",2844,"BPCP POLL"
"UDP",2845,"BPCP TRAP"
"UDP",2846,"AIMPP Hello"
"UDP",2847,"AIMPP Port Req"
"UDP",2848,"AMT-BLC-PORT"
"UDP",2849,"FXP"
"UDP",2850,"MetaConsole"
"UDP",2851,"webemshttp"
"UDP",2852,"bears-01"
"UDP",2853,"ISPipes"
"UDP",2854,"InfoMover"
"UDP",2856,"cesdinv"
"UDP",2857,"SimCtIP"
"UDP",2858,"ECNP"
"UDP",2859,"Active Memory"
"UDP",2860,"Dialpad Voice 1"
"UDP",2861,"Dialpad Voice 2"
"UDP",2862,"TTG Protocol"
"UDP",2863,"Sonar Data"
"UDP",2864,"main 5001 cmd"
"UDP",2865,"pit-vpn"
"UDP",2866,"lwlistener"
"UDP",2867,"esps-portal"
"UDP",2868,"NPEP Messaging"
"UDP",2869,"ICSLAP"
"UDP",2870,"daishi"
"UDP",2871,"MSI Select Play"
"UDP",2872,"CONTRACT"
"UDP",2873,"PASPAR2 ZoomIn"
"UDP",2874,"dxmessagebase1"
"UDP",2875,"dxmessagebase2"
"UDP",2876,"SPS Tunnel"
"UDP",2877,"BLUELANCE"
"UDP",2878,"AAP"
"UDP",2879,"ucentric-ds"
"UDP",2880,"synapse"
"UDP",2881,"NDSP"
"UDP",2882,"NDTP"
"UDP",2883,"NDNP"
"UDP",2884,"Flash Msg"
"UDP",2885,"TopFlow"
"UDP",2886,"RESPONSELOGIC"
"UDP",2887,"aironet"
"UDP",2888,"SPCSDLOBBY"
"UDP",2889,"RSOM"
"UDP",2890,"CSPCLMULTI"
"UDP",2891,"CINEGRFX-ELMD License Manager"
"UDP",2892,"SNIFFERDATA"
"UDP",2893,"VSECONNECTOR"
"UDP",2894,"ABACUS-REMOTE"
"UDP",2895,"NATUS LINK"
"UDP",2896,"ECOVISIONG6-1"
"UDP",2897,"Citrix RTMP"
"UDP",2898,"APPLIANCE-CFG"
"UDP",2899,"POWERGEMPLUS"
"UDP",2900,"QUICKSUITE"
"UDP",2901,"ALLSTORCNS"
"UDP",2902,"NET ASPI"
"UDP",2903,"SUITCASE"
"UDP",2904,"M2UA"
"UDP",2905,"M3UA"
"UDP",2906,"CALLER9"
"UDP",2907,"WEBMETHODS B2B"
"UDP",2908,"mao"
"UDP",2909,"Funk Dialout"
"UDP",2910,"TDAccess"
"UDP",2911,"Blockade"
"UDP",2912,"Epicon"
"UDP",2913,"Booster Ware"
"UDP",2914,"Game Lobby"
"UDP",2915,"TK Socket"
"UDP",2916,"Elvin Server"
"UDP",2917,"Elvin Client"
"UDP",2918,"Kasten Chase Pad"
"UDP",2919,"ROBOER"
"UDP",2920,"ROBOEDA"
"UDP",2921,"CESD Contents Delivery Management"
"UDP",2922,"CESD Contents Delivery Data Transfer"
"UDP",2923,"WTA-WSP-WTP-S"
"UDP",2924,"PRECISE-VIP"
"UDP",2925,"Firewall Redundancy Protocol"
"UDP",2926,"MOBILE-FILE-DL"
"UDP",2927,"UNIMOBILECTRL"
"UDP",2928,"REDSONTE-CPSS"
"UDP",2929,"PANJA-WEBADMIN"
"UDP",2930,"PANJA-WEBLINX"
"UDP",2931,"Circle-X"
"UDP",2932,"INCP"
"UDP",2933,"4-TIER OPM GW"
"UDP",2934,"4-TIER OPM CLI"
"UDP",2935,"QTP"
"UDP",2936,"OTPatch"
"UDP",2937,"PNACONSULT-LM"
"UDP",2938,"SM-PAS-1"
"UDP",2939,"SM-PAS-2"
"UDP",2940,"SM-PAS-3"
"UDP",2941,"SM-PAS-4"
"UDP",2942,"SM-PAS-5"
"UDP",2943,"TTNRepository"
"UDP",2944,"Megaco H-248"
"UDP",2945,"H248 Binary"
"UDP",2946,"FJSVmpor"
"UDP",2947,"GPSD"
"UDP",2948,"WAP PUSH"
"UDP",2949,"WAP PUSH SECURE"
"UDP",2950,"ESIP"
"UDP",2951,"OTTP"
"UDP",2952,"MPFWSAS"
"UDP",2953,"OVALARMSRV"
"UDP",2954,"OVALARMSRV-CMD"
"UDP",2955,"CSNOTIFY"
"UDP",2956,"OVRIMOSDBMAN"
"UDP",2957,"JAMCT5"
"UDP",2958,"JAMCT6"
"UDP",2959,"RMOPAGT"
"UDP",2960,"DFOXSERVER"
"UDP",2961,"BOLDSOFT-LM"
"UDP",2962,"IPH-POLICY-CLI"
"UDP",2963,"IPH-POLICY-ADM"
"UDP",2964,"BULLANT SRAP"
"UDP",2965,"BULLANT RAP"
"UDP",2966,"IDP-INFOTRIEVE"
"UDP",2967,"SSC-AGENT / Norton Antivirus"
"UDP",2968,"ENPP"
"UDP",2969,"ESSP"
"UDP",2970,"INDEX-NET"
"UDP",2971,"Net Clip"
"UDP",2972,"PMSM Webrctl"
"UDP",2973,"SV Networks"
"UDP",2974,"Signal"
"UDP",2975,"Fujitsu Configuration Management Service"
"UDP",2976,"CNS Server Port"
"UDP",2977,"TTCs Enterprise Test Access Protocol - NS"
"UDP",2978,"TTCs Enterprise Test Access Protocol - DS"
"UDP",2979,"H.263 Video Streaming"
"UDP",2980,"Instant Messaging Service"
"UDP",2981,"MYLXAMPORT"
"UDP",2982,"IWB-WHITEBOARD"
"UDP",2983,"NETPLAN"
"UDP",2984,"HPIDSADMIN"
"UDP",2985,"HPIDSAGENT"
"UDP",2986,"STONEFALLS"
"UDP",2987,"IDENTIFY"
"UDP",2988,"CLASSIFY"
"UDP",2989,"ZARKOV"
"UDP",2990,"BOSCAP"
"UDP",2991,"WKSTN-MON"
"UDP",2992,"ITB301"
"UDP",2993,"VERITAS VIS1"
"UDP",2994,"VERITAS VIS2"
"UDP",2995,"IDRS"
"UDP",2996,"vsixml"
"UDP",2997,"REBOL"
"UDP",2998,"Real Secure"
"UDP",2999,"RemoteWare Unassigned"
"UDP",3000,"RemoteWare Client"
"UDP",3001,"Redwood Broker"
"UDP",3002,"RemoteWare Server"
"UDP",3003,"CGMS"
"UDP",3004,"Csoft Agent"
"UDP",3005,"Genius License Manager"
"UDP",3006,"Instant Internet Admin"
"UDP",3007,"Lotus Mail Tracking Agent Protocol"
"UDP",3008,"Midnight Technologies"
"UDP",3009,"PXC-NTFY"
"UDP",3010,"Telerate Workstation"
"UDP",3011,"Trusted Web"
"UDP",3012,"Trusted Web Client"
"UDP",3013,"Gilat Sky Surfer"
"UDP",3014,"Broker Service"
"UDP",3015,"NATI DSTP"
"UDP",3016,"Notify Server"
"UDP",3017,"Event Listener"
"UDP",3018,"Service Registry"
"UDP",3019,"Resource Manager"
"UDP",3020,"CIFS"
"UDP",3021,"AGRI Server"
"UDP",3022,"CSREGAGENT"
"UDP",3023,"magicnotes"
"UDP",3024,"NDS_SSO"
"UDP",3025,"Arepa Raft"
"UDP",3026,"AGRI Gateway"
"UDP",3027,"LiebDevMgmt_C"
"UDP",3028,"LiebDevMgmt_DM"
"UDP",3029,"LiebDevMgmt_A"
"UDP",3030,"Arepa Cas"
"UDP",3031,"AgentVU"
"UDP",3032,"Redwood Chat"
"UDP",3033,"PDB"
"UDP",3034,"Osmosis AEEA"
"UDP",3035,"FJSV gssagt"
"UDP",3036,"Hagel DUMP"
"UDP",3037,"HP SAN Mgmt"
"UDP",3038,"Santak UPS"
"UDP",3039,"Cogitate Inc."
"UDP",3040,"Tomato Springs"
"UDP",3041,"di-traceware"
"UDP",3042,"journee"
"UDP",3043,"BRP"
"UDP",3045,"ResponseNet"
"UDP",3046,"di-ase"
"UDP",3047,"Fast Security HL Server"
"UDP",3048,"Sierra Net PC Trader"
"UDP",3049,"NSWS"
"UDP",3050,"gds_db"
"UDP",3051,"Galaxy Server"
"UDP",3052,"APCPCNS"
"UDP",3053,"dsom-server"
"UDP",3054,"AMT CNF PROT"
"UDP",3055,"Policy Server"
"UDP",3056,"CDL Server"
"UDP",3057,"GoAhead FldUp"
"UDP",3058,"videobeans"
"UDP",3059,"earlhaig.com"
"UDP",3060,"interserver"
"UDP",3061,"cautcpd"
"UDP",3062,"ncacn-ip-tcp"
"UDP",3063,"ncadg-ip-udp"
"UDP",3065,"slinterbase"
"UDP",3066,"NETATTACHSDMP"
"UDP",3067,"FJHPJP"
"UDP",3068,"ls3 Broadcast"
"UDP",3069,"ls3"
"UDP",3070,"MGXSWITCH"
"UDP",3075,"Orbix 2000 Locator"
"UDP",3076,"Orbix 2000 Config"
"UDP",3077,"Orbix 2000 Locator SSL"
"UDP",3078,"Orbix 2000 Locator SSL"
"UDP",3079,"LV Front Panel"
"UDP",3080,"stm_pproc"
"UDP",3081,"TL1-LV"
"UDP",3082,"TL1-RAW"
"UDP",3083,"TL1-TELNET"
"UDP",3084,"ITM-MCCS"
"UDP",3085,"PCIHReq"
"UDP",3086,"JDL-DBKitchen"
"UDP",3105,"Cardbox"
"UDP",3106,"Cardbox HTTP"
"UDP",3130,"ICPv2"
"UDP",3131,"Net Book Mark"
"UDP",3141,"VMODEM"
"UDP",3142,"RDC WH EOS"
"UDP",3143,"Sea View"
"UDP",3144,"Tarantella"
"UDP",3145,"CSI-LFAP"
"UDP",3147,"RFIO"
"UDP",3148,"NetMike Game Administrator"
"UDP",3149,"NetMike Game Server"
